organization_id,reimbursement_id,date_sent_to_client,date_of_client_approval,date_of_send_to_peakone,date_of_member_payment
220,1146813419805474034,2022-11-07,2022-11-08,2022-11-10,
220,1157770867897677614,2022-11-07,2022-11-08,2022-11-10,
220,1163838787272892745,2022-11-07,2022-11-08,2022-11-10,
220,1164229676007518882,2022-11-07,2022-11-08,2022-11-10,
221,1169275727624579814,2022-11-07,2022-11-07,2022-11-16,payroll - 11/18
221,1169276438440166062,2022-11-07,2022-11-07,2022-11-16,payroll - 11/18
229,1167502591305255534,2022-11-07,2022-11-14,2022-11-30,payroll - 12/1
232,1165290853348593628,2022-11-07,2022-11-07,2022-11-10,
236,1167457648703786572,2022-11-07,2022-11-07,2022-12-07,
236,1168954411329128150,2022-11-07,2022-11-07,2022-11-10,
248,1167922670260842569,2022-11-07,2022-11-07,2022-12-14,payroll - 12/15
248,1169321173817046147,2022-11-07,2022-11-07,2022-12-14,payroll - 12/15
258,1167462940043017537,2022-11-07,2022-11-08,2022-11-10,
258,1167535358774721058,2022-11-07,2022-11-08,2022-11-10,
258,1167580086151997126,2022-11-07,2022-11-08,2022-11-10,
258,1168943217479290822,2022-11-07,2022-11-08,2022-11-10,
271,1169711313389148655,2022-11-07,2022-11-08,2022-11-16,payroll - 11/18
280,1167163203442547637,2022-11-07,2022-11-08,No member banking,
285,1167123586510468781,2022-11-07,2022-11-10,2022-11-23,payroll - 11/28
286,1167915677137159407,2022-11-07,2022-12-02,2022-12-14,payroll - 12/15
286,1169298986172027093,2022-11-07,2022-12-02,2022-12-14,payroll - 12/15
287,1146820311076076586,2022-11-07,2022-11-07,2022-11-10,
289,1167832821355493332,2022-11-07,2022-12-12,2022-12-28,payroll - 12/31
293,1162845485882783875,2022-11-07,2022-11-08,2022-11-10,
293,1164586481641302430,2022-11-07,2022-11-08,2022-11-10,
300,1169382314434202609,2022-11-07,2022-12-07,2023-01-11,payroll - 1/15
300,1169385418321498053,2022-11-07,2022-12-07,2023-01-11,payroll - 1/15
303,1167530793109681558,2022-11-07,2022-11-07,2022-12-28,payroll - 12/23
332,1167512844122536356,2022-11-07,2022-11-11,2022-11-30,payroll - 11/30
332,1167516374612880046,2022-11-07,2022-11-11,2022-11-30,payroll - 11/30
332,1167518391699877632,2022-11-07,2022-11-11,2022-11-30,payroll - 11/30
332,1167522659839707554,2022-11-07,2022-11-11,2022-11-30,payroll - 11/30
344,1170022059086862146,2022-11-07,2022-11-08,2022-12-28,payroll - 12/31
347,1159179814172590424,2022-11-07,2022-11-07,2022-01-05,
347,1166390938902177567,2022-11-07,2022-11-07,2022-12-07,
347,1167912478471545237,2022-11-07,2022-11-07,2022-11-10,
347,1167923587923150575,2022-11-07,2022-11-07,2022-11-10,
347,1168926163884001735,2022-11-07,2022-11-07,2022-12-07,
347,1168944777830267094,2022-11-07,2022-11-07,2022-11-10,
347,1169306150005936827,2022-11-07,2022-11-07,2022-11-10,
347,1170017896886774023,2022-11-07,2022-11-07,2022-11-10,
349,1166790735380306460,2022-11-07,2022-11-07,2022-11-23,
349,1169315789463233323,2022-11-07,2022-11-07,2022-11-23,
353,1167132058870554116,2022-11-07,2022-12-05,2022-12-07,
353,1169372069144164343,2022-11-07,2022-12-05,2022-12-07,
231,1170023419480574265,2022-11-07,2022-11-07,2022-11-10,
15,1170057605255438301,2022-11-14,2022-11-14,2022-11-16,
15,1170085291447969618,2022-11-14,2022-11-14,2022-11-16,
15,1170380071222576123,2022-11-14,2022-11-14,2022-11-16,
15,1170380402587462526,2022-11-14,2022-11-14,2022-11-16,
15,1171508703724618576,2022-11-14,2022-11-14,2022-12-28,payroll - 12/22
15,1171874001356552461,2022-11-14,2022-11-14,2022-12-28,payroll - 12/22
15,1171927224575331650,2022-11-14,2022-11-14,2022-12-28,payroll - 12/22
30,1137029929080951696,2022-11-14,2022-12-12,2022-12-14,
34,1165297006466185992,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1166756249612421512,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1166757065249302523,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1166757934967807216,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1166758384188835171,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1166758873252432951,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1169646728926551753,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1169685439920109457,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1170061465639073581,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1171493004618900291,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1171508773132094286,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1171509251239550693,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1171553177674659743,2022-11-14,2022-11-14,2022-11-23,2022-12-06
34,1171822244126708138,2022-11-14,2022-11-14,2022-11-23,2022-12-06
39,1171473081478480248,2022-11-14,2022-11-15,2022-11-16,
70,1170359113786561973,2022-11-14,2022-11-14,2022-11-16,
70,1170359869559971384,2022-11-14,2022-11-14,2022-11-16,
70,1170360406678016673,2022-11-14,2022-11-14,2022-11-16,
70,1170372007916857407,2022-11-14,2022-11-14,2022-11-16,
70,1170387231639638876,2022-11-14,2022-11-14,2022-11-16,
70,1170387796723288092,2022-11-14,2022-11-14,2022-11-16,
70,1170443769483244830,2022-11-14,2022-11-14,2022-11-16,
70,1171885390149140767,2022-11-14,2022-11-14,2022-11-16,
70,1169280419011652474,2022-11-14,2022-11-14,No member banking,
107,1169327529355562845,2022-11-14,2022-11-21,2022-11-30,payroll - 11/30
168,1171467737540219700,2022-11-14,2022-11-16,2022-11-16,
168,1171532018061375529,2022-11-14,2022-11-16,2022-11-16,
168,1171533117615845998,2022-11-14,2022-11-16,2022-11-16,
168,1171555257963739723,2022-11-14,2022-11-16,2022-11-16,
168,1171932493304278861,2022-11-14,2022-11-16,2022-11-16,
168,1172644025955513483,2022-11-14,2022-11-16,2022-11-16,
168,1172644415699143472,2022-11-14,2022-11-16,2022-11-16,
168,1172644969939662055,2022-11-14,2022-11-16,2022-11-16,
175,1170087341486126919,2022-11-14,2022-11-14,2022-11-16,
175,1170087871053116921,2022-11-14,2022-11-14,2022-11-16,
182,1170382422322210929,2022-11-14,2022-11-15,2022-11-16,
193,1171478501882076155,2022-11-14,2023-02-08,2023-02-16,
194,1169664462888402936,2022-11-14,2022-11-23,2022-11-23,
194,1170018721419802683,2022-11-14,2022-11-23,2022-11-23,
194,1170018953847770925,2022-11-14,2022-11-23,2022-11-23,
194,1170019127988804731,2022-11-14,2022-11-23,2022-11-23,
194,1170019307666973270,2022-11-14,2022-11-23,2022-11-23,
194,1170019504164975427,2022-11-14,2022-11-23,2022-11-23,
194,1170019690351865859,2022-11-14,2022-11-23,2022-11-23,
194,1170019858560512064,2022-11-14,2022-11-23,2022-11-23,
194,1170363357930823288,2022-11-14,2022-11-23,2022-11-23,
194,1170366280288310089,2022-11-14,2022-11-23,2022-11-23,
194,1170373275811798951,2022-11-14,2022-11-23,2022-11-23,
194,1170446593896511289,2022-11-14,2022-11-23,2022-11-23,
194,1171486528002136851,2022-11-14,2022-11-23,2022-11-23,
194,1171487731283801396,2022-11-14,2022-11-23,2022-11-23,
194,1171529533339650558,2022-11-14,2022-11-23,2022-11-23,
194,1171556141025465076,2022-11-14,2022-11-23,2022-11-23,
194,1171852527628416402,2022-11-14,2022-11-23,2022-11-23,
194,1171853710229296027,2022-11-14,2022-11-23,2022-11-23,
194,1171854440832334425,2022-11-14,2022-11-23,2022-11-23,
194,1171854684351305627,2022-11-14,2022-11-23,2022-11-23,
194,1171854813392204799,2022-11-14,2022-11-23,2022-11-23,
215,1170367601746074005,2022-11-14,2022-11-23,2022-11-23,
215,1171471646264840661,2022-11-14,2022-11-23,2022-11-23,2022-12-06
217,1158836190459103649,2022-11-14,2022-11-15,2022-11-16,
217,1167541847161323797,2022-11-14,2022-11-15,2022-11-16,
217,1170390766287585414,2022-11-14,2022-11-15,2022-11-16,
217,1171469242766468154,2022-11-14,2022-11-15,2022-11-16,
221,1170375211309945748,2022-11-14,2022-12-08,2022-12-14,payroll - 12/16
221,1171858385633230097,2022-11-14,2022-12-08,2022-12-14,payroll - 12/16
221,1171872437043138888,2022-11-14,2022-12-08,2022-12-14,payroll - 12/16
228,1171490701229762434,2022-11-14,2022-11-14,2022-11-16,
228,1171490989032038138,2022-11-14,2022-11-14,2022-11-16,
231,1171470214281697513,2022-11-14,2022-11-14,2022-12-28,payroll - 12/31
235,1170008986852249213,2022-11-14,2022-11-15,2022-11-16,
235,1170009297864388199,2022-11-14,2022-11-15,2022-11-16,
236,1170079407749545375,2022-11-14,2022-11-21,2022-11-23,
246,1171466254014849214,2022-11-14,2022-12-01,2022-12-07,
248,1167138166865701689,2022-11-14,2023-02-10,2023-02-22,payroll - 3/1
252,1171889386957226742,2022-11-14,2022-11-15,2022-11-16,2022-11-17
258,1171885096386351798,2022-11-14,2022-11-14,No member banking,
263,1171887854008576248,2022-11-14,2022-11-17,2022-11-23,
276,1170445793375380737,2022-11-14,2022-11-14,2022-11-30,payroll - 12/2
276,1171498519882610568,2022-11-14,2022-11-14,2022-11-30,payroll - 12/2
280,1114625287652675133,2022-11-14,2022-11-17,2022-11-23,
281,1171495116957929698,2022-11-14,2022-11-15,2022-11-16,
281,1171495482871890628,2022-11-14,2022-11-15,2022-11-16,
293,1169701661287415177,2022-11-14,2022-11-14,2022-11-16,
293,1170434421768634378,2022-11-14,2022-11-14,2022-11-16,
300,1151160126536551015,2022-11-14,2022-12-07,2023-01-11,payroll - 1/15
300,1151160998753363521,2022-11-14,2022-12-07,2023-01-11,payroll - 1/15
300,1151161587889392057,2022-11-14,2022-12-07,2023-01-11,payroll - 1/15
300,1170063697022849746,2022-11-14,2022-12-07,2023-01-11,payroll - 1/15
300,1170376543366440750,2022-11-14,2022-12-07,2023-01-11,payroll - 1/15
303,1167529689707388161,2022-11-14,2022-11-21,2023-01-18,payroll - 1/25
303,1167530294109018864,2022-11-14,2022-11-21,2023-01-18,payroll - 1/25
303,1167531215153019042,2022-11-14,2022-11-21,2023-01-18,payroll - 1/25
303,1167531595888638607,2022-11-14,2022-11-21,2023-01-18,payroll - 1/25
303,1171498038943369393,2022-11-14,2022-11-21,2023-01-18,payroll - 1/25
332,1171553777481491930,2022-11-14,2023-01-18,2023-02-01,payroll - 1/31
337,1170372761425649390,2022-11-14,2022-11-14,2022-11-16,
347,1170015075727245642,2022-11-14,2022-11-15,2022-11-16,
347,1170376669344034827,2022-11-14,2022-11-15,2022-11-16,
347,1170447109505745433,2022-11-14,2022-11-15,2022-11-16,
347,1170459082924184827,2022-11-14,2022-11-15,2022-11-16,
347,1171472336672103362,2022-11-14,2022-11-15,2022-12-07,
347,1171472756220198258,2022-11-14,2022-11-15,2022-12-07,
347,1171473811891776980,2022-11-14,2022-11-15,2022-11-16,
347,1171490101639691700,2022-11-14,2022-11-15,2022-11-16,
347,1171500276331362794,2022-11-14,2022-11-15,2022-11-16,
347,1171507878489486784,2022-11-14,2022-11-15,2022-11-16,
349,1165002980500985143,2022-11-14,2022-11-17,2022-11-23,
349,1167911253407401820,2022-11-14,2022-11-17,2022-11-23,
349,1170387960941138220,2022-11-14,2022-11-17,2022-11-23,
349,1170437457071958897,2022-11-14,2022-11-17,2022-11-23,
349,1170438309550675667,2022-11-14,2022-11-17,2022-11-23,
349,1171855891464181159,2022-11-14,2022-11-17,2022-11-23,
349,1171858453509612040,2022-11-14,2022-11-17,2022-11-23,
349,1171872018018176346,2022-11-14,2022-11-17,2022-11-23,
353,1167118875709194655,2022-11-14,2022-12-05,2022-12-07,
353,1171820897332328022,2022-11-14,2022-12-05,2022-12-07,
382,1170374009703352966,2022-11-14,2022-11-14,2022-11-16,
382,1170374300059869100,2022-11-14,2022-11-14,2022-11-16,
382,1170374696073097060,2022-11-14,2022-11-14,2022-11-16,
61,1163833765851910402,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1164594173080062672,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1165358660548109597,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1167492181005800853,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1169654101603946614,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1169685462181849890,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1169761026481470725,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1170012881351861109,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1170386364307903705,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1171466974961024596,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1171497871838628964,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1171505155171406101,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1171505811382159235,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1171506304464367103,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1171506901333188424,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1171549301283870478,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1171855203857883674,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1171921808486440362,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1171923965197112368,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1172196203101135662,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1172555855252145039,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
61,1172920681337553539,2022-11-18,2022-11-21,2022-12-07,payroll - 12/9
15,1171879215153169543,2022-11-21,2022-11-22,2022-12-28,payroll - 12/22
15,1171880061558002184,2022-11-21,2022-11-22,2022-12-28,payroll - 12/22
15,1171880861755826004,2022-11-21,2022-11-22,2022-12-28,payroll - 12/22
15,1171881218125776571,2022-11-21,2022-11-22,2022-12-28,payroll - 12/22
15,1171883209014996177,2022-11-21,2022-11-22,2022-12-28,payroll - 12/22
15,1174383340144841801,2022-11-21,2022-11-22,2022-12-28,payroll - 12/22
34,1137473623280284540,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1142454964859920559,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1167210175482545821,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1171510917509338157,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1172292458838473800,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1172573063919873720,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1172573075411066448,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1174009239583209835,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1174014736963436793,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1174100321133334546,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1174101603244946185,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1174738570517317059,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1174756974050185566,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1174777758330876206,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1175165881057039196,2022-11-21,2022-11-21,2022-11-23,2022-12-06
34,1172228771982688846,2022-11-21,2022-11-21,2022-12-28,payroll - 12/31
39,1174755677393353776,2022-11-21,2022-11-22,2022-11-23,
68,1172235062710198988,2022-11-21,2022-11-23,2022-12-14,payroll - 12/15
70,1105882126591651480,2022-11-21,2022-11-21,2022-11-23,
70,1172245232004837691,2022-11-21,2022-11-21,2022-11-23,
70,1174395492790207887,2022-11-21,2022-11-21,2022-11-23,
70,1174452208247670874,2022-11-21,2022-11-21,2022-11-23,
70,1174468610356477622,2022-11-21,2022-11-21,2022-11-23,
70,1174368115922260509,2022-11-21,2022-11-21,2023-01-11,
70,1174368648599612861,2022-11-21,2022-11-21,2023-01-11,
70,1174369031842593171,2022-11-21,2022-11-21,2023-01-11,
70,1169279374804449729,2022-11-21,2022-11-21,No member banking,
107,1172243766125401806,2022-11-21,2022-11-21,2022-11-30,payroll - 11/30
107,1172278483159437699,2022-11-21,2022-11-21,2022-11-30,payroll - 11/30
107,1172885051997579769,2022-11-21,2022-11-21,2022-11-30,payroll - 11/30
110,1172990919838617242,2022-11-21,2022-11-21,2022-11-23,
114,1172591245237844864,2022-11-21,2022-11-22,2022-11-30,payroll - 11/30
114,1174786465966151292,2022-11-21,2022-11-22,2022-11-30,payroll - 11/30
168,1162457421798030309,2022-11-21,2022-11-30,2022-11-30,
168,1170046144052351667,2022-11-21,2022-11-30,2022-11-30,
168,1170046668400404479,2022-11-21,2022-11-30,2022-11-30,
168,1170059497064027132,2022-11-21,2022-11-30,2022-11-30,
168,1170062120808309415,2022-11-21,2022-11-30,2022-11-30,
168,1172645282096953031,2022-11-21,2022-11-30,2022-11-30,
168,1174759994378386530,2022-11-21,2022-11-30,2022-11-30,
170,1172922361160053994,2022-11-21,2022-12-07,2023-02-01,payroll - 12/31
182,1172246327669757762,2022-11-21,2022-11-21,2022-11-23,
182,1174040129643839388,2022-11-21,2022-11-21,2022-11-23,
194,1164646670784380264,2022-11-21,2022-11-23,2022-11-23,
194,1170044683440374117,2022-11-21,2022-11-23,2022-11-23,
194,1172196456286006544,2022-11-21,2022-11-23,2022-11-23,
194,1172197578721214194,2022-11-21,2022-11-23,2022-11-23,
194,1172230047565276730,2022-11-21,2022-11-23,2022-11-23,
194,1172921517012484965,2022-11-21,2022-11-23,2022-11-23,
194,1174000678770246480,2022-11-21,2022-11-23,2022-11-23,
194,1174429797283895400,2022-11-21,2022-11-23,2022-11-23,
194,1174469306012075837,2022-11-21,2022-11-23,2022-11-23,
194,1174741509129428034,2022-11-21,2022-11-23,2022-11-23,
194,1174743672302846841,2022-11-21,2022-11-23,2022-11-23,
194,1174744297715946847,2022-11-21,2022-11-23,2022-11-23,
194,1174745815268763914,2022-11-21,2022-11-23,2022-11-23,
194,1174747086250411493,2022-11-21,2022-11-23,2022-11-23,
194,1174747916577702757,2022-11-21,2022-11-23,2022-11-23,2022-12-05
194,1174754540866763920,2022-11-21,2022-11-23,2022-11-23,
194,1174814202821515883,2022-11-21,2022-11-23,2022-11-23,
194,1174816498144664920,2022-11-21,2022-11-23,2022-11-23,
194,1174816963808259198,2022-11-21,2022-11-23,2022-11-23,
215,1171498676453858688,2022-11-21,2022-11-21,2022-11-23,
215,1174371860881782099,2022-11-21,2022-11-21,2022-11-23,
217,1163917897179596075,2022-11-21,2022-11-21,2022-12-07,
217,1172224269748598384,2022-11-21,2022-11-21,2022-12-07,
217,1174733637365271171,2022-11-21,2022-11-21,2022-12-07,
217,1174764672931396048,2022-11-21,2022-11-21,2022-12-07,
217,1175095077499041942,2022-11-21,2022-11-21,2022-12-07,
220,1172591970113628946,2022-11-21,2022-11-21,2022-11-23,
221,1172973828609347122,2022-11-21,2022-11-21,2022-11-30,payroll - 12/2
221,1174761578676216356,2022-11-21,2022-11-21,2022-11-30,payroll - 12/2
228,1172567896942719503,2022-11-21,2022-11-21,2022-11-23,
228,1174367716403792998,2022-11-21,2022-11-21,2022-11-23,
236,1172577903955947209,2022-11-21,2022-11-28,2022-12-07,
236,1172578347507098180,2022-11-21,2022-11-28,2022-12-07,
236,1172578555492235470,2022-11-21,2022-11-28,2022-12-07,
248,1171499267483801338,2022-11-21,2022-11-30,2022-12-14,payroll - 12/15
248,1172200503338600599,2022-11-21,2022-11-30,2022-12-14,payroll - 12/15
248,1172889451837274786,2022-11-21,2022-11-30,2022-12-14,payroll - 12/15
248,1174044427177828484,2022-11-21,2022-11-30,2022-12-14,payroll - 12/15
250,1174373036678870910,2022-11-21,2022-11-21,2022-11-23,
250,1174373485383123701,2022-11-21,2022-11-21,2022-11-23,
250,1174373743381481861,2022-11-21,2022-11-21,2022-11-23,
250,1174374026620838974,2022-11-21,2022-11-21,2022-11-23,
252,1172983495701868492,2022-11-21,2022-11-21,2023-02-01,payroll - 1/31
258,1171477879591482508,2022-11-21,2022-11-21,2022-11-23,
258,1174736131223236251,2022-11-21,2022-11-21,2022-12-28,payroll - 12/31
271,1174731971988828521,2022-11-21,2022-11-22,2022-11-30,payroll - 12/2
276,1174013495682694266,2022-11-21,2022-11-28,2022-12-14,payroll - 12/15
276,1174033388867737621,2022-11-21,2022-11-28,2022-12-14,payroll - 12/15
284,1150069044630016300,2022-11-21,2022-11-21,2022-11-23,
286,1172556492544978194,2022-11-21,2022-12-02,2022-12-14,payroll - 12/15
287,1174744053160705141,2022-11-21,2022-11-22,2022-11-23,
287,1174744345415133244,2022-11-21,2022-11-22,2022-11-23,
296,1172224978123725821,2022-11-21,2022-11-21,2022-11-23,
300,1138886263721079403,2022-11-21,2022-12-07,2023-01-11,payroll - 1/15
300,1170362504404764485,2022-11-21,2022-12-07,2023-01-11,payroll - 1/15
300,1171468309755044656,2022-11-21,2022-12-07,2023-01-11,payroll - 1/15
300,1174005818077462902,2022-11-21,2022-12-07,2023-01-11,payroll - 1/15
300,1174007369716857310,2022-11-21,2022-12-07,2023-01-11,payroll - 1/15
300,1174007900287060567,2022-11-21,2022-12-07,2023-01-11,payroll - 1/15
300,1174008432597680706,2022-11-21,2022-12-07,2023-01-11,payroll - 1/15
320,1173998660788996109,2022-11-21,2022-11-21,2022-11-23,
332,1167519246725506194,2022-11-21,2023-01-18,2023-02-01,payroll - 1/31
332,1167519615976216858,2022-11-21,2023-01-18,2023-02-01,payroll - 1/31
332,1167521888552216164,2022-11-21,2023-01-18,2023-02-01,payroll - 1/31
334,1174058211587570527,2022-11-21,2022-11-22,2022-11-30,payroll - 11/30
334,1174725944541005919,2022-11-21,2022-11-22,2022-11-30,payroll - 11/30
337,1172238800151921657,2022-11-21,2022-11-22,2022-11-23,
347,1169296953217827429,2022-11-21,2022-11-21,2022-12-14,
347,1169297810011546547,2022-11-21,2022-11-21,2022-12-14,
347,1172275158588794639,2022-11-21,2022-11-21,2022-11-23,
347,1172275684887281714,2022-11-21,2022-11-21,2022-11-23,
347,1174087758720219837,2022-11-21,2022-11-21,2022-12-14,
349,1171872514562224049,2022-11-21,2022-11-22,2022-11-23,
349,1172981243762654247,2022-11-21,2022-11-22,2022-11-23,
353,1172948614370705130,2022-11-21,2022-12-05,2022-12-07,
353,1174030330470203797,2022-11-21,2022-12-05,2022-12-07,
353,1174030918059734644,2022-11-21,2022-12-05,2022-12-07,
231,1174005775035791747,2022-11-21,2022-11-21,2022-11-23,2022-12-05
15,1175528433791180866,2022-11-28,2022-11-28,2022-11-30,
15,1175529011855981863,2022-11-28,2022-11-28,2022-11-30,
15,1175530609907830580,2022-11-28,2022-11-28,2022-11-30,
34,1175198781503598224,2022-11-28,2022-11-28,2022-11-30,2022-12-06
149,1176539156696369690,2022-11-28,2022-11-28,2022-12-14,payroll - 12/15
168,1175426272326142347,2022-11-28,2022-11-30,2022-11-30,
168,1176573054814305778,2022-11-28,2022-11-30,2022-11-30,
194,1174430816151877559,2022-11-28,2022-11-30,2022-12-07,
194,1175184611149064136,2022-11-28,2022-11-30,No member banking,
194,1176564729320173964,2022-11-28,2022-11-30,2022-12-07,
194,1176594452601326124,2022-11-28,2022-11-30,2022-12-07,
194,1176595138148297343,2022-11-28,2022-11-30,2022-12-07,
194,1176600223195759954,2022-11-28,2022-11-30,2022-12-07,
194,1176637478793271380,2022-11-28,2022-11-30,No member banking,
194,1176642201792608347,2022-11-28,2022-11-30,2022-12-07,
217,1175523316897097037,2022-11-28,2022-12-07,2022-12-07,
217,1175537696693007236,2022-11-28,2022-12-07,2022-12-07,
217,1176580808473972243,2022-11-28,2022-12-07,2022-12-07,
217,1176598291341844952,2022-11-28,2022-12-07,2022-12-07,
221,1171924050819080574,2022-11-28,2022-12-08,2022-12-14,payroll - 12/16
221,1171924957013640696,2022-11-28,2022-12-08,2022-12-14,payroll - 12/16
221,1171926108852590305,2022-11-28,2022-12-08,2022-12-14,payroll - 12/16
228,1174088521591337601,2022-11-28,2022-11-28,2022-11-30,
228,1175422943682134065,2022-11-28,2022-11-28,2022-11-30,
228,1175424372842684384,2022-11-28,2022-11-28,2022-11-30,
228,1175425251431607162,2022-11-28,2022-11-28,2022-11-30,
235,1175145354846624024,2022-11-28,2022-12-12,2022-12-14,
235,1175517124843727234,2022-11-28,2022-12-12,2022-12-14,
236,1176563244327638216,2022-11-28,2022-11-28,2022-11-30,
240,1173996160417982186,2022-11-28,2022-11-28,2022-12-28,payroll - 12/22
258,1174028410925812239,2022-11-28,2022-12-21,2022-12-21,
276,1176571256705714118,2022-11-28,2022-11-29,2022-12-28,payroll - 12/30
276,1176571504037179746,2022-11-28,2022-11-29,2022-12-28,payroll - 12/30
284,1176586550381682351,2022-11-28,2022-11-28,2022-11-30,
286,1165376438960504945,2022-11-28,2023-02-08,2023-02-22,payroll - 3/1
286,1165376933115486528,2022-11-28,2023-02-08,2023-02-22,payroll - 3/1
286,1176625056667026553,2022-11-28,2023-02-08,2023-02-22,payroll - 3/1
300,1165031621130112191,2022-11-28,2022-12-07,2023-02-01,payroll - 1/30
300,1165032146102374242,2022-11-28,2022-12-07,2023-02-01,payroll - 1/30
300,1174381167735606305,2022-11-28,2022-12-07,2023-02-01,payroll - 1/30
300,1174381322847458647,2022-11-28,2022-12-07,2023-02-01,payroll - 1/30
300,1174436665064125893,2022-11-28,2022-12-07,2023-02-01,payroll - 1/30
300,1174442589821054890,2022-11-28,2022-12-07,2023-02-01,payroll - 1/30
300,1175430981697900727,2022-11-28,2022-12-07,2023-02-01,payroll - 1/30
300,1175432677404554816,2022-11-28,2022-12-07,2023-02-01,payroll - 1/30
300,1175433592186659373,2022-11-28,2022-12-07,2023-02-01,payroll - 1/30
302,1174112049218465423,2022-11-28,2023-04-12,2023-04-12,payroll - 1/30
303,1175535293353137233,2022-11-28,2022-11-28,2023-01-18,payroll - 1/25
334,1175525706877920303,2022-11-28,2022-11-28,2022-12-14,payroll - 12/15
347,1171854797966389066,2022-11-28,2022-11-29,2023-01-11,
347,1175200771674018374,2022-11-28,2022-11-29,2022-11-30,
347,1175451733042326233,2022-11-28,2022-11-29,2022-11-30,
347,1175459196683542366,2022-11-28,2022-11-29,2022-11-30,
349,1163840280182313281,2022-11-28,2022-11-28,2022-11-30,
349,1175085659351886320,2022-11-28,2022-11-28,2022-11-30,
349,1176649843435908362,2022-11-28,2022-11-28,2022-11-30,
115,1156587870249733027,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1156588130203843000,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1156588810625899280,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1159160974487804481,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1159161827717418603,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1164614666321313676,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1164614999906965877,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1164615222521963157,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1164615550552961792,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1164616718397137499,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1164617195985196431,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1164617505249711823,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1164617822811817412,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1164618318537035262,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1164618560981008184,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
115,1164618816496650791,2022-12-01,2022-12-2,2022-12-28,payroll - 12/31
