id,Affiliated Network,Fertility Clinic Name,Fertility Clinic Location Name,Full Address,City,Subdivision Code,Postal Code,Fertility Clinic Notes,Domain,Self - Pay Discount Rate (%),Point of Contact Email(s),Name
587,Independent Clinic,Fertility Specialists of Texas ,Fertility Specialists of Texas - Lubbock,3405 22nd St. #300 ,Lubbock,US-TX,799410,20% discount on self pay services provided by the clinic. ,fertilitytexas.com,20%,fstnewpatients@fertilitytexas.com,
588,Independent Clinic,Fertility Specialists of Texas ,Fertility Specialists of Texas - Southlake,540 E. Southlake Blvd #100 ,Southlake,US-TX,76092,20% discount on self pay services provided by the clinic. ,fertilitytexas.com,20%,fstnewpatients@fertilitytexas.com,
589,Independent Clinic,Fertility Specialists of Texas ,Fertility Specialists of Texas - Rockwall,1005 W. Ralph Hall Pkwy #130 ,Rockwall,US-TX,75032,20% discount on self pay services provided by the clinic. ,fertilitytexas.com,20%,fstnewpatients@fertilitytexas.com,
590,Independent Clinic,Fertility Specialists of Texas ,Fertility Specialists of Texas - Plano / Frisco,5736 St. Hwy 121 ,Plano,US-TX,75024,20% discount on self pay services provided by the clinic. ,fertilitytexas.com,20%,fstnewpatients@fertilitytexas.com,
591,Ovation,Fort Worth Fertility,Fort Worth Fertility,1800 Mistletoe Blvd ,Fort Worth,US-TX,76104,10% discount on self pay services provided by the clinic. ,fwivf.com,10%,eesa@fwivf.com,
592,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"1100 Lake Hearn Drive, Suite 400 ",Atlanta,US-GA,30342,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
593,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Marietta,"61 Whitcher St, Suite 4140 ",Marietta,US-GA,30060,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
594,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Marietta,"61 Whitcher St, Suite 4140 ",Marietta,US-GA,30060,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
595,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"2061 Peachtree Rd NW, Suite 350 ",Atlanta,US-GA,30309,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
596,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Alpharetta,"3905 Brookside Pkwy., Suite 100 ",Alpharetta,US-GA,30022,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
597,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Alpharetta,"3905 Brookside Pkwy., Suite 100 ",Alpharetta,US-GA,30022,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
598,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Alpharetta,"3905 Brookside Pkwy., Suite 100 ",Alpharetta,US-GA,30022,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
599,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"5445 Meridian Mark Rd, Suite 270 ",Atlanta,US-GA,30342,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
600,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"5445 Meridian Mark Rd, Suite 270 ",Atlanta,US-GA,30342,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
601,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"5445 Meridian Mark Rd, Suite 270 ",Atlanta,US-GA,30342,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
602,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Alpharetta,"3905 Brookside Pkwy., Suite 100 ",Alpharetta,US-GA,30022,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
603,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"5445 Meridian Mark Rd, Suite 270 ",Atlanta,US-GA,30342,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
604,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Alpharetta,"3905 Brookside Pkwy., Suite 100 ",Alpharetta,US-GA,30022,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
605,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"1100 Lake Hearn Drive, Suite 400 ",Atlanta,US-GA,30342,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
606,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"5445 Meridian Mark Rd, Suite 270 ",Atlanta,US-GA,30342,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
607,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Marietta,"61 Whitcher St, Suite 4140 ",Marietta,US-GA,30060,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
608,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"2061 Peachtree Rd NW, Suite 350 ",Atlanta,US-GA,30309,NO discount on self pay services provided by the clinic,fcionline.com,0%,sgfnewpatientcenter@sgfertility.com,
609,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"2061 Peachtree Rd NW, Suite 350 ",Atlanta,US-GA,30309,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
610,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"2061 Peachtree Rd NW, Suite 350 ",Atlanta,US-GA,30309,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
611,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"2061 Peachtree Rd NW, Suite 350 ",Atlanta,US-GA,30309,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
612,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Marietta,"61 Whitcher St, Suite 4140 ",Marietta,US-GA,30060,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
613,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"1100 Lake Hearn Drive, Suite 400 ",Atlanta,US-GA,30342,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,sgfnewpatientcenter@sgfertility.com,
614,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Marietta,"61 Whitcher St, Suite 4140 ",Marietta,US-GA,30060,NO discount on self pay services provided by the clinic,usfertility.com,0%,sgfnewpatientcenter@sgfertility.com,
615,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"1100 Lake Hearn Drive, Suite 400 ",Atlanta,US-GA,30342,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,sgfnewpatientcenter@sgfertility.com,
616,US Fertility,"GEORGIA REPRODUCTIVE SPECIALISTS, L.L.C",Shady Grove Atlanta - Atlanta,"1100 Lake Hearn Drive, Suite 400 ",Atlanta,US-GA,30342,NO discount on self pay services provided by the clinic,SGFertility.com,0%,sgfnewpatientcenter@sgfertility.com,
617,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jacksonville,"8705 Perimeter Park Blvd, Suite 8 ",Jacksonville,US-FL,32216,NO discount on self pay services provided by the clinic,fcionline.com,0%,ivffl_scheduling_department@ivfflorida.com,
618,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Boca Raton,"7280 W. Palmetto Park Road, Suite 104 ",Boca Raton,US-FL,33433,NO discount on self pay services provided by the clinic,sgfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
619,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Coral Gables,"126 Aragon Avenue, Suite 126 ",Caroal Gables,US-FL,33134,NO discount on self pay services provided by the clinic,fcionline.com,0%,ivffl_scheduling_department@ivfflorida.com,
620,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Boca Raton,"7280 W. Palmetto Park Road, Suite 104 ",Boca Raton,US-FL,33433,NO discount on self pay services provided by the clinic,usfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
621,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jupiter,"600 Heritage Drive, Suite 200 ",Jupiter,US-FL,33458,NO discount on self pay services provided by the clinic,usfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
623,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Margate,"3251 N. State Road 7, Suite 200 ",Margate,US-FL,33063,NO discount on self pay services provided by the clinic,sgfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
624,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Margate,"3251 N. State Road 7, Suite 200 ",Margate,US-FL,33063,NO discount on self pay services provided by the clinic,usfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
625,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Margate,"3251 N. State Road 7, Suite 200 ",Margate,US-FL,33063,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,ivffl_scheduling_department@ivfflorida.com,
626,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Margate,"3251 N. State Road 7, Suite 200 ",Margate,US-FL,33063,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,ivffl_scheduling_department@ivfflorida.com,
627,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jacksonville,"8705 Perimeter Park Blvd, Suite 8 ",Jacksonville,US-FL,32216,NO discount on self pay services provided by the clinic,sgfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
628,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jacksonville,"8705 Perimeter Park Blvd, Suite 8 ",Jacksonville,US-FL,32216,NO discount on self pay services provided by the clinic,usfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
629,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jacksonville,"8705 Perimeter Park Blvd, Suite 8 ",Jacksonville,US-FL,32216,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,ivffl_scheduling_department@ivfflorida.com,
630,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jacksonville,"8705 Perimeter Park Blvd, Suite 8 ",Jacksonville,US-FL,32216,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,ivffl_scheduling_department@ivfflorida.com,
634,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Boca Raton,"7280 W. Palmetto Park Road, Suite 104 ",Boca Raton,US-FL,33433,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,ivffl_scheduling_department@ivfflorida.com,
635,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Boca Raton,"7280 W. Palmetto Park Road, Suite 104 ",Boca Raton,US-FL,33433,NO discount on self pay services provided by the clinic,fcionline.com,0%,ivffl_scheduling_department@ivfflorida.com,
636,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Boca Raton,"7280 W. Palmetto Park Road, Suite 104 ",Boca Raton,US-FL,33433,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,ivffl_scheduling_department@ivfflorida.com,
637,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Wellington,"10115 W. Forest Hill Blvd., Suite 401 ",Wellington,US-FL,33414,NO discount on self pay services provided by the clinic,usfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
638,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Wellington,"10115 W. Forest Hill Blvd., Suite 401 ",Wellington,US-FL,33414,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,ivffl_scheduling_department@ivfflorida.com,
639,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Wellington,"10115 W. Forest Hill Blvd., Suite 401 ",Wellington,US-FL,33414,NO discount on self pay services provided by the clinic,fcionline.com,0%,ivffl_scheduling_department@ivfflorida.com,
640,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Coral Gables,"126 Aragon Avenue, Suite 126 ",Caroal Gables,US-FL,33134,NO discount on self pay services provided by the clinic,sgfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
641,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Coral Gables,"126 Aragon Avenue, Suite 126 ",Caroal Gables,US-FL,33134,NO discount on self pay services provided by the clinic,usfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
642,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Margate,"3251 N. State Road 7, Suite 200 ",Margate,US-FL,33063,NO discount on self pay services provided by the clinic,fcionline.com,0%,ivffl_scheduling_department@ivfflorida.com,
643,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Coral Gables,"126 Aragon Avenue, Suite 126 ",Caroal Gables,US-FL,33134,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,ivffl_scheduling_department@ivfflorida.com,
644,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jensen Beach,3498 NW Federal Hwy ,Jensen Beach,US-FL,34957,NO discount on self pay services provided by the clinic,usfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
645,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jensen Beach,3498 NW Federal Hwy ,Jensen Beach,US-FL,34957,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,ivffl_scheduling_department@ivfflorida.com,
646,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jensen Beach,3498 NW Federal Hwy ,Jensen Beach,US-FL,34957,NO discount on self pay services provided by the clinic,fcionline.com,0%,ivffl_scheduling_department@ivfflorida.com,
647,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Wellington,"10115 W. Forest Hill Blvd., Suite 401 ",Wellington,US-FL,33414,NO discount on self pay services provided by the clinic,sgfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
648,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jensen Beach,3498 NW Federal Hwy ,Jensen Beach,US-FL,34957,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,ivffl_scheduling_department@ivfflorida.com,
649,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jupiter,"600 Heritage Drive, Suite 200 ",Jupiter,US-FL,33458,NO discount on self pay services provided by the clinic,fcionline.com,0%,ivffl_scheduling_department@ivfflorida.com,
650,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jupiter,"600 Heritage Drive, Suite 200 ",Jupiter,US-FL,33458,NO discount on self pay services provided by the clinic,sgfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
651,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jupiter,"600 Heritage Drive, Suite 200 ",Jupiter,US-FL,33458,NO discount on self pay services provided by the clinic,rcsbayarea.com,0%,ivffl_scheduling_department@ivfflorida.com,
652,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jupiter,"600 Heritage Drive, Suite 200 ",Jupiter,US-FL,33458,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,ivffl_scheduling_department@ivfflorida.com,
653,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Jensen Beach,3498 NW Federal Hwy ,Jensen Beach,US-FL,34957,NO discount on self pay services provided by the clinic,sgfertility.com,0%,ivffl_scheduling_department@ivfflorida.com,
654,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Coral Gables,"126 Aragon Avenue, Suite 126 ",Caroal Gables,US-FL,33134,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,ivffl_scheduling_department@ivfflorida.com,
655,US Fertility,IVF Florida Reproductive Associates,IVF Florida Reproductive Associates - Wellington,"10115 W. Forest Hill Blvd., Suite 401 ",Wellington,US-FL,33414,NO discount on self pay services provided by the clinic,ivfflorida.com,0%,ivffl_scheduling_department@ivfflorida.com,
657,,IVF Michigan & Ohio,IVF Michigan & Ohio - Toledo Fertility Center,6711 Monroe St. ,Sylvania,US-OH,43560,20% discount on self pay services provided by the clinic. ,ivf-mi.com,20%,reception.tl@ivf-mi.com,
658,,IVF Michigan & Ohio,IVF Michigan & Ohio - Dearborn Fertility Center,835 Mason St ,Dearborn,US-MI,48124,20% discount on self pay services provided by the clinic. ,ivf-mi.com,20%,reception.db@ivf-mi.com   ,
659,,IVF Michigan & Ohio,IVF Michigan & Ohio - Ann Arbor Fertility Center,3145 Clark Rd ,Ypsilanti,US-MI,48197,20% discount on self pay services provided by the clinic. ,ivf-mi.com,20%,reception.aa@ivf-mi.com    ,
662,,IVF Michigan & Ohio,IVF Michigan & Ohio - Grand Blanc Fertility Center,9475 Holly Rd ,Grand Blanc,US-MI,48439,20% discount on self pay services provided by the clinic. ,ivf-mi.com,20%,reception.gb@ivf-mi.com,
663,,IVF Michigan & Ohio,IVF Michigan & Ohio - Saginaw Fertility Center,5400 Mackinaw Rd ,Saginaw,US-MI,48604,20% discount on self pay services provided by the clinic. ,ivf-mi.com,20%,reception.sa@ivf-mi.com,
665,,IVF Michigan & Ohio,IVF Michigan & Ohio - Macomb Fertility Center,15959 Hall Rd ,Macomb,US-MI,48044,20% discount on self pay services provided by the clinic. ,ivf-mi.com,20%,reception.mc@ivf-mi.com,
675,Prelude Network,IVFMD,IVFMD - Boca Raton,"9960 Central Park Boulevard, Suite 275 ",Boca Fertility,US-FL,Boca Fertility,20% discount on self pay services provided by the clinic. ,inceptionllc.com,20%, dpacheco@inceptionllc.com,
676,Prelude Network,IVFMD,IVFMD - Miami,"7300 SW 62nd Place, 4th Floor ",Miami,US-FL,33143,20% discount on self pay services provided by the clinic. ,ivfmd.com,20%, dpacheco@inceptionllc.com,
677,Prelude Network,IVFMD,IVFMD - Miami,"7300 SW 62nd Place, 4th Floor ",Miami,US-FL,33143,20% discount on self pay services provided by the clinic. ,rbaivf.com,20%, dpacheco@inceptionllc.com,
678,Prelude Network,IVFMD,IVFMD - Jupiter,"345 Jupiter Lakes Boulevard, Suite 102 ",Jupiter,US-FL,33458,20% discount on self pay services provided by the clinic. ,ivfmd.com,20%, dpacheco@inceptionllc.com,
679,Prelude Network,IVFMD,IVFMD - Miami,"7300 SW 62nd Place, 4th Floor ",Miami,US-FL,33143,20% discount on self pay services provided by the clinic. ,inceptionllc.com,20%, dpacheco@inceptionllc.com,
680,Prelude Network,IVFMD,IVFMD - Naples,"1265 Creekside Parkway, Suite 202 ",Naples,US-FL,34108,20% discount on self pay services provided by the clinic. ,inceptionllc.com,20%, dpacheco@inceptionllc.com,
681,Prelude Network,IVFMD,IVFMD - Boca Raton,"9960 Central Park Boulevard, Suite 275 ",Boca Fertility,US-FL,Boca Fertility,20% discount on self pay services provided by the clinic. ,ivfmd.com,20%, dpacheco@inceptionllc.com,
682,Prelude Network,IVFMD,IVFMD - Boca Raton,"9960 Central Park Boulevard, Suite 275 ",Boca Fertility,US-FL,Boca Fertility,20% discount on self pay services provided by the clinic. ,rbaivf.com,20%, dpacheco@inceptionllc.com,
683,Prelude Network,IVFMD,IVFMD - Jupiter,"345 Jupiter Lakes Boulevard, Suite 102 ",Jupiter,US-FL,33458,20% discount on self pay services provided by the clinic. ,rbaivf.com,20%, dpacheco@inceptionllc.com,
684,Prelude Network,IVFMD,IVFMD - Cooper City,"9900 Stirling Road, Suite 222 ",Hollywood,US-FL,33024,20% discount on self pay services provided by the clinic. ,ivfmd.com,20%, dpacheco@inceptionllc.com,
685,Prelude Network,IVFMD,IVFMD - Naples,"1265 Creekside Parkway, Suite 202 ",Naples,US-FL,34108,20% discount on self pay services provided by the clinic. ,rbaivf.com,20%, dpacheco@inceptionllc.com,
686,Prelude Network,IVFMD,IVFMD - Jupiter,"345 Jupiter Lakes Boulevard, Suite 102 ",Jupiter,US-FL,33458,20% discount on self pay services provided by the clinic. ,inceptionllc.com,20%, dpacheco@inceptionllc.com,
687,Prelude Network,IVFMD,IVFMD - Cooper City,"9900 Stirling Road, Suite 222 ",Hollywood,US-FL,33024,20% discount on self pay services provided by the clinic. ,inceptionllc.com,20%, dpacheco@inceptionllc.com,
688,Prelude Network,IVFMD,IVFMD - Viera,"8059 Spyglass Hill Rd, Suite 102 ",Melbourne,US-FL,32940,20% discount on self pay services provided by the clinic. ,rbaivf.com,20%, dpacheco@inceptionllc.com,
689,Prelude Network,IVFMD,IVFMD - Viera,"8059 Spyglass Hill Rd, Suite 102 ",Melbourne,US-FL,32940,20% discount on self pay services provided by the clinic. ,ivfmd.com,20%, dpacheco@inceptionllc.com,
690,Prelude Network,IVFMD,IVFMD - Viera,"8059 Spyglass Hill Rd, Suite 102 ",Melbourne,US-FL,32940,20% discount on self pay services provided by the clinic. ,inceptionllc.com,20%, dpacheco@inceptionllc.com,
691,Prelude Network,IVFMD,IVFMD - Cooper City,"9900 Stirling Road, Suite 222 ",Hollywood,US-FL,33024,20% discount on self pay services provided by the clinic. ,rbaivf.com,20%, dpacheco@inceptionllc.com,
692,Prelude Network,IVFMD,IVFMD - Naples,"1265 Creekside Parkway, Suite 202 ",Naples,US-FL,34108,20% discount on self pay services provided by the clinic. ,ivfmd.com,20%, dpacheco@inceptionllc.com,
696,Prelude Network,Indiana Fertility Institute,Indiana Fertility Institute,"10610 N. Pennsylvania Street, Suite 101 ",Indianapolis,US-IN,96280,20% discount on self pay services provided by the clinic. ,inceptionllc.com,20%, dpacheco@inceptionllc.com,
697,Prelude Network,Indiana Fertility Institute,Indiana Fertility Institute,"10610 N. Pennsylvania Street, Suite 101 ",Indianapolis,US-IN,96280,20% discount on self pay services provided by the clinic. ,rbaivf.com,20%, dpacheco@inceptionllc.com,
698,Prelude Network,Indiana Fertility Institute,Indiana Fertility Institute,"10610 N. Pennsylvania Street, Suite 101 ",Indianapolis,US-IN,96280,20% discount on self pay services provided by the clinic. ,fertilityindy.com,20%, dpacheco@inceptionllc.com,
699,None - Independent Clinic ,Innovative Fertility Center,Innovative Fertility Center,3500 N. Sepulveda Blvd. Ste. 130 ,Manhattan Beach,US-CA,900266,"15% discount on self pay services provided by the clinic
",fertilitytexas.com,15%,perla@innovativefertility.com,
700,None - Independent Clinic ,Innovative Fertility Center,Innovative Fertility Center,3500 N. Sepulveda Blvd. Ste. 130 ,Manhattan Beach,US-CA,900266,"15% discount on self pay services provided by the clinic
",innovativefertility.com,15%,perla@innovativefertility.com,
714,Ivy Fertility,Los Angeles Reproductive Center (LARC),Los Angeles Reproductive Center (LARC) - Encino,16055 Ventura Blvd Ste 1127 ,Encino,US-CA,91436,15% discount on self pay services provided by the clinic,larcfertility.com,15%,amanda@larcfertility.com,
715,Ivy Fertility,Los Angeles Reproductive Center (LARC),Los Angeles Reproductive Center (LARC) - Encino,16055 Ventura Blvd Ste 1127 ,Encino,US-CA,91436,15% discount on self pay services provided by the clinic,ivyfertility.com,15%,amanda@larcfertility.com,
719,Ivy Fertility,Los Angeles Reproductive Center (LARC),Los Angeles Reproductive Center (LARC) - Encino,16055 Ventura Blvd Ste 1127 ,Encino,US-CA,91436,15% discount on self pay services provided by the clinic,larc.com,15%,amanda@larcfertility.com,
720,Prelude Network,Main Line Fertility ,Main Line Fertility - Langhorne,360 Middletown Blvd Oxford Square Suite 400 ,Langhorne,US-PA,19047,20% discount on self pay services provided by the clinic,mainlinefertility.com,20%, dpacheco@inceptionllc.com,
721,Prelude Network,Main Line Fertility ,Main Line Fertility - Fort Washington,"467 Pennsylvania Ave, Suite 202B ",Fort Washington,US-PA,19034,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
722,Prelude Network,Main Line Fertility ,Main Line Fertility - West Chester,915 Old Fern Hill Road ,West Chester,US-PA,19380,20% discount on self pay services provided by the clinic,mainlinefertility.com,20%, dpacheco@inceptionllc.com,
723,Prelude Network,Main Line Fertility ,Main Line Fertility - Paoli,"11 Industrial Blvd, Suite 100 ",Paoli,US-PA,19301,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
724,Prelude Network,Main Line Fertility ,Main Line Fertility - Center City Philadelphia,"1650 Arch Street, Suite 1907 ",Philadelphia,US-PA,19103,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
725,Prelude Network,Main Line Fertility ,Main Line Fertility - Reading,"2210 Ridgewood Road, Suite 100 ",Wyomissing,US-PA,19610,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
726,Prelude Network,Main Line Fertility ,Main Line Fertility - Reading,"2210 Ridgewood Road, Suite 100 ",Wyomissing,US-PA,19610,20% discount on self pay services provided by the clinic,mainlinefertility.com,20%, dpacheco@inceptionllc.com,
727,Prelude Network,Main Line Fertility ,Main Line Fertility - Bryn Mawr,"825 Old Lancaster Road, Suite 170 ",Bryn Mawr,US-PA,19010,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
728,Prelude Network,Main Line Fertility ,Main Line Fertility - Bryn Mawr,"825 Old Lancaster Road, Suite 170 ",Bryn Mawr,US-PA,19010,20% discount on self pay services provided by the clinic,mainlinefertility.com,20%, dpacheco@inceptionllc.com,
729,Prelude Network,Main Line Fertility ,Main Line Fertility - West Chester,915 Old Fern Hill Road ,West Chester,US-PA,19380,20% discount on self pay services provided by the clinic,rbaivf.com,20%, dpacheco@inceptionllc.com,
730,Prelude Network,Main Line Fertility ,Main Line Fertility - Paoli,"11 Industrial Blvd, Suite 100 ",Paoli,US-PA,19301,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
731,Prelude Network,Main Line Fertility ,Main Line Fertility - Paoli,"11 Industrial Blvd, Suite 100 ",Paoli,US-PA,19301,20% discount on self pay services provided by the clinic,mainlinefertility.com,20%, dpacheco@inceptionllc.com,
732,Prelude Network,Main Line Fertility ,Main Line Fertility - West Chester,915 Old Fern Hill Road ,West Chester,US-PA,19380,20% discount on self pay services provided by the clinic,inceptionllc.com,20%, dpacheco@inceptionllc.com,
